#disease_state	mutant p53	mutant p53	mutant p53	mutant p53	mutant p53	mutant p53
Probesets	GSM79144	GSM79118	GSM79147	GSM79241	GSM79122	GSM79227
202993_at	6.745193	6.096784	6.182011	7.024497	7.230603	5.81163
202994_s_at	8.770487	9.567721	8.816721	9.635506	8.859829	8.106533
202995_s_at	8.358887	9.490857	8.29199	9.245631	8.23743	8.072887
202996_at	7.495078	7.563957	7.095774	7.498368	7.215124	7.088303
202997_s_at	5.660979	5.705202	5.586695	5.715257	5.661812	5.659283
202998_s_at	8.950264	9.055934	9.526234	8.640575	9.263457	8.71684
202999_s_at	5.725865	5.775326	5.58759	5.806496	5.819378	5.882386
203000_at	5.280172	5.288773	4.486428	5.524549	5.428246	4.82429
203001_s_at	4.729519	5.244036	4.510684	5.680553	4.691886	4.53013
203002_at	8.346301	8.387931	8.40169	7.300424	8.150211	7.58454
203003_at	6.314806	6.51074	6.688819	6.624694	6.41895	6.238434
203004_s_at	7.299582	7.434537	7.304482	7.251685	7.380742	7.286708
203005_at	8.313018	8.411361	8.637047	8.822402	10.067882	8.195295
203006_at	8.232686	8.817992	8.131407	9.27691	9.197768	7.56858
203007_x_at	7.714339	8.261461	8.415339	8.827349	8.166234	8.663622
203008_x_at	8.239069	8.837774	8.918396	8.307128	8.38067	9.852427
203009_at	8.377256	7.4182	6.68582	7.748223	7.42581	6.95734
203010_at	8.154998	8.208364	8.113062	8.741616	8.596454	8.648595
203011_at	9.127628	8.648856	9.112936	9.281818	9.285861	9.152374
203012_x_at	13.036502	12.801971	12.825333	13.309922	12.832891	12.717818
203013_at	6.666771	7.866132	8.086919	7.5059	7.369083	7.33044
203014_x_at	7.444166	7.556463	7.358608	7.546239	7.558844	7.71917
203015_s_at	6.055967	6.428527	6.976962	6.354451	5.877814	6.921865
203016_s_at	7.609702	8.23658	7.92746	8.788163	7.760144	8.113645
203017_s_at	6.468141	6.942878	7.297224	7.090534	6.549777	7.496935
203018_s_at	5.759026	5.91879	6.106905	6.154871	5.882733	6.324385
203019_x_at	6.151945	6.30375	6.247451	6.360585	6.01971	6.322214
203020_at	8.652294	8.976526	8.62756	8.438281	9.584306	8.410174
203021_at	9.164396	8.378094	13.250979	7.086061	10.40595	10.604193
203022_at	7.37549	7.76786	8.198108	7.080908	7.955484	8.209673
203023_at	5.757105	6.658262	6.170461	8.253079	6.423565	6.502328
203024_s_at	8.871595	9.658292	9.489684	9.308553	9.232631	9.432325
203025_at	7.945719	8.252736	8.384775	8.172741	8.360869	7.822554
203026_at	7.604743	8.037103	8.371407	7.747723	8.072627	9.005695
203027_s_at	6.098513	5.779733	6.354172	6.02008	5.933181	6.172688
203028_s_at	8.757151	9.582561	8.977528	8.932324	9.254579	10.397605
203029_s_at	6.245048	5.982902	5.850825	5.897872	5.748961	5.911086
203030_s_at	5.642278	5.499114	5.045843	5.212223	5.390216	5.711378
203031_s_at	7.602473	8.289731	7.418801	7.561233	7.734074	7.704092
203032_s_at	3.779323	4.023345	4.352206	3.817377	3.898937	4.780895
203033_x_at	8.233518	9.143447	9.812116	8.847688	9.271183	9.144517
203034_s_at	12.563098	12.837003	13.100995	13.126017	12.677092	12.906818
203035_s_at	8.100098	8.452669	7.717156	7.157603	7.815708	7.449867
203036_s_at	7.082017	6.704336	6.4864	6.98326	6.597185	7.378592
203037_s_at	10.396287	10.277033	9.159945	11.488608	9.097385	10.999994
203038_at	9.817695	9.956027	10.767771	9.100963	10.554155	10.488768
203039_s_at	7.613756	8.075723	8.747973	7.713003	7.933365	8.066329
203040_s_at	8.25164	8.452886	8.941145	7.860933	8.487473	9.066856
203041_s_at	8.749591	9.779378	10.987581	8.929967	7.964506	9.392203
203042_at	7.792904	8.749316	9.464667	7.928698	7.008596	7.559022
203043_at	8.561629	8.653522	8.935924	8.315698	9.222357	8.160906
203044_at	7.917419	8.618527	8.91199	8.794471	7.957974	8.721723
203045_at	8.901787	9.437526	8.750707	8.559257	8.612159	8.625283
203046_s_at	7.665773	7.539116	7.510592	8.041463	7.648668	8.378806
203047_at	6.409132	6.964449	7.280361	7.389754	6.569685	6.766592
203048_s_at	6.606379	7.17933	6.779151	6.898258	6.99594	6.432469
203049_s_at	6.039247	6.820925	7.228219	6.051366	6.933265	6.398395
203050_at	8.244558	8.422753	8.776391	8.494696	8.224671	8.147469
203051_at	7.451593	7.355807	7.219003	7.276062	7.15565	7.543668
203052_at	8.317335	9.47443	8.461693	9.031824	8.270574	8.805128
203053_at	7.183157	8.364916	8.301567	7.430154	7.566306	8.059325
203054_s_at	8.103215	8.672386	8.415088	8.121729	8.290234	8.303206
203055_s_at	8.035963	7.807488	7.87761	8.139251	8.178623	7.838294
203056_s_at	6.675826	6.556514	6.357079	6.520988	6.455018	6.651738
203057_s_at	7.499451	7.852714	8.354101	7.812044	7.799165	7.795715
203058_s_at	7.65155	6.939435	8.679508	6.96253	7.69764	8.829667
203059_s_at	7.368613	6.943089	7.361246	6.667121	7.112476	7.96848
203060_s_at	8.685257	7.116761	9.416417	6.987011	8.484578	9.039528
203061_s_at	7.306183	7.146793	7.589344	7.394237	7.642137	7.39315
203062_s_at	6.96321	7.137064	7.906678	7.36521	8.247746	7.672168
203063_at	8.427984	7.660474	7.714059	8.146651	8.330306	7.641887
203064_s_at	8.61941	8.050689	8.852653	8.976724	8.038044	9.040304
203065_s_at	9.287394	8.068236	8.505642	8.521917	9.069492	7.771806
203066_at	8.708662	9.211885	8.485497	9.164561	8.543909	8.223974
203067_at	7.634106	9.238773	8.954528	8.879697	8.21136	8.592547
203068_at	7.062624	7.233456	7.73612	7.667378	8.604903	8.363926
203069_at	6.462881	6.11181	6.196398	6.4596	6.523875	6.341667
203070_at	6.444793	6.376385	6.391368	6.240165	6.293369	6.252363
203071_at	6.400973	6.077071	5.981548	7.246082	6.111757	5.662731
203072_at	6.856551	6.652315	7.317108	7.099741	7.254856	7.848191
203073_at	8.263904	8.577135	8.791427	8.300367	7.953729	7.873079
203074_at	8.37742	7.337925	7.913334	7.226581	11.395878	9.484465
203075_at	8.064101	9.137955	8.65747	8.820308	8.818039	9.465181
203076_s_at	8.416215	8.658819	9.193866	8.687917	8.766222	9.598624
203077_s_at	5.677409	6.277129	6.504172	5.98534	6.09016	6.774821
203078_at	3.981125	4.177241	4.082239	4.232022	5.259609	4.147793
203079_s_at	7.589991	7.173662	8.35627	7.324522	7.975963	8.307402
203080_s_at	8.292708	8.040265	8.247676	8.031474	8.573372	7.251515
203081_at	8.517818	8.74996	8.750866	8.006962	8.594426	8.60973
203082_at	7.850789	8.123782	8.681946	8.488245	8.001486	8.609809
203083_at	10.904186	11.235175	11.579222	10.90788	11.145229	9.920892
203084_at	6.650949	6.451567	6.5146	6.562529	6.731314	6.481599
203085_s_at	7.973809	7.838275	8.19169	7.825192	8.298474	7.492362
203086_at	5.378049	5.586326	5.422743	5.334201	5.336393	5.658247
203087_s_at	6.172637	7.268782	7.624975	6.717683	6.640238	8.093452
203088_at	7.739231	8.677746	9.036177	8.159438	8.774586	8.196168
203089_s_at	8.46991	8.32963	8.059852	8.384593	8.467367	8.17281
203090_at	8.335962	8.034599	8.120241	8.369686	8.110676	7.949311
203091_at	7.613712	8.088665	8.197419	7.712411	7.714251	8.307839
203092_at	7.173074	6.906435	8.119162	6.965752	7.256225	7.112863
203093_s_at	6.713819	6.460417	7.393879	6.522106	6.948548	7.151228
203094_at	7.607831	7.774861	7.904097	7.874778	7.535222	7.96996
203095_at	8.676329	8.452233	8.879164	8.678549	9.20849	8.873783
203096_s_at	7.68124	6.608213	6.541159	7.464819	6.366779	7.354875
203097_s_at	8.617238	8.378345	8.413567	8.246648	8.80013	8.556507
203098_at	8.082228	8.159327	8.392458	8.501745	8.328834	8.761986
203099_s_at	7.321674	7.132694	7.290183	6.829321	6.746889	7.590202
203100_s_at	6.278767	6.291213	6.646657	6.329534	6.413725	7.062741
203101_s_at	4.700813	4.610184	4.758814	4.693494	4.627278	4.987104
203102_s_at	7.327429	7.639477	7.989916	7.916196	7.670446	8.1524
203103_s_at	9.379482	10.294392	10.153571	10.445468	9.341473	9.975872
203104_at	8.626898	8.680852	8.951283	8.937324	8.942847	9.114851
203105_s_at	6.542458	7.647094	7.673196	7.468609	8.648809	8.06142
203106_s_at	4.439421	4.431462	4.309228	4.266598	4.569078	4.401287
203107_x_at	13.116639	13.376453	13.097609	13.552532	13.707102	13.440925
203108_at	8.466911	10.586052	8.797296	10.683437	9.637191	8.926815
203109_at	7.510463	7.870712	7.256354	8.145537	7.835519	7.908723
203110_at	7.156601	7.193356	7.351808	8.502892	7.051748	7.222487
203111_s_at	5.991947	6.112846	6.336314	6.179883	6.191119	6.335396
203112_s_at	6.652941	6.765857	6.740479	7.109672	7.407707	6.441125
203113_s_at	11.268986	10.332705	10.69811	10.179444	10.440721	10.580846
203114_at	7.123015	8.227975	7.821396	7.590687	7.61172	8.080414
203115_at	5.394428	5.635629	5.537578	6.020588	5.713294	5.661327
203116_s_at	6.98768	7.23508	7.229298	7.790192	7.386759	7.275337
203117_s_at	8.095165	7.22168	7.060308	7.616958	7.951537	7.092001
203118_at	8.068789	8.234735	8.459757	7.821734	7.803817	8.426179
203119_at	7.931317	7.992027	8.616928	8.504959	7.773844	8.197099
203120_at	6.681107	7.191691	9.098552	6.77355	7.864122	7.898618
203122_at	8.974396	8.859581	8.637078	8.402672	8.965454	7.933591
203123_s_at	7.884932	7.667485	8.571102	8.427555	7.742845	8.233001
203124_s_at	7.925371	8.294959	9.103451	8.218222	8.07544	8.152702
203125_x_at	7.603426	7.625907	7.629075	7.522161	7.492431	7.992344
203126_at	6.06083	6.23288	7.744252	7.806823	6.985923	9.201647
203127_s_at	8.330738	8.343576	8.166493	8.476108	7.92616	7.964167
203128_at	7.577253	7.689113	7.113856	8.052967	7.406301	6.750394
203129_s_at	5.388917	5.200426	5.130009	5.422479	5.209312	5.424575
203130_s_at	6.584355	7.303185	6.669144	7.869808	6.892385	6.438161
203131_at	8.173191	8.322923	8.984813	9.182457	8.59912	8.137533
203132_at	6.794388	8.042317	7.394794	7.161029	8.219746	6.278238
203133_at	10.132344	10.262681	11.010793	10.005267	10.118751	10.057364
203134_at	4.800098	4.822291	5.126826	4.866281	4.799804	4.928334
203135_at	6.915262	7.227478	7.444782	7.211807	7.189816	6.844721
203136_at	9.608422	10.351943	9.470078	10.498648	9.869839	10.131002
203137_at	7.8023	8.5076	8.73385	8.351307	8.864619	8.479183
203138_at	6.642882	7.231599	7.694069	7.038541	7.155501	8.093562
203139_at	9.027157	8.400612	10.228215	8.055691	8.942603	9.224441
203140_at	8.873949	9.497895	9.291253	9.176994	9.882293	8.769761
203141_s_at	4.555164	4.764817	4.613679	4.583466	4.56877	4.72545
203142_s_at	8.275777	8.751208	8.614634	8.673877	8.340301	8.671582
203143_s_at	7.920814	9.20439	7.541882	8.692836	7.148153	6.978428
203144_s_at	6.917692	7.708525	6.792816	7.404039	6.84333	6.877616
203145_at	7.593457	6.855062	7.695995	7.266728	7.583065	7.002935
203146_s_at	7.861985	7.728831	7.515598	8.366956	8.688463	7.662003
203147_s_at	8.219841	8.100159	7.860752	8.400639	7.633748	7.943698
203148_s_at	7.807464	7.954863	8.769149	7.995692	8.082865	8.512798
203149_at	8.537219	8.606908	8.191593	9.268146	7.915635	8.194463
203150_at	8.028901	7.676077	8.114559	7.785212	7.836152	8.190612
203151_at	8.270394	7.881362	7.623183	8.096886	8.092319	7.440894
203152_at	8.498465	8.478335	8.132993	8.946211	8.342038	8.079502
203153_at	6.654193	10.167035	10.423837	8.642288	6.508329	8.685103
203154_s_at	9.229667	9.090012	8.531493	9.184932	8.979958	9.017006
203155_at	8.155627	8.675383	8.588926	8.221987	8.76891	8.851875
203156_at	8.13395	8.587081	8.280344	8.580699	8.632223	8.059582
203157_s_at	6.808682	6.370238	7.085443	6.524471	6.819597	7.345669
203158_s_at	5.108121	4.718707	5.996343	5.228138	4.917013	6.166411
203159_at	8.108378	7.826343	8.854455	8.325444	8.519276	9.184724
203160_s_at	6.227893	6.862431	7.939417	7.211581	7.318834	7.865931
203161_s_at	5.763347	5.924165	5.560577	5.689174	5.897064	6.197969
203162_s_at	8.093362	7.707531	7.948636	7.77376	8.643824	7.980133
203163_at	5.230139	5.382729	5.422481	5.015365	6.41772	5.710354
203164_at	7.969534	8.594589	8.375922	8.101875	8.516644	8.316152
203165_s_at	4.509989	5.209688	5.236954	5.282635	5.386656	5.944154
203166_at	7.58235	8.331839	9.276468	8.244048	9.142827	7.787382
203167_at	8.302511	8.1386	8.980577	8.09044	8.332147	8.49802
203168_at	8.066704	8.52631	8.224705	8.036064	8.213534	8.210705
203169_at	6.977845	7.280408	6.661489	7.114559	6.594114	7.274826
203170_at	4.849787	4.669956	4.865295	4.840421	4.862959	5.111836
203171_s_at	7.017321	7.439868	7.700585	7.618644	7.310963	7.787872
203172_at	7.589383	7.644152	7.602814	7.922944	7.738194	7.448481
203173_s_at	7.530512	8.238258	7.918657	8.482962	8.098824	7.771234
203174_s_at	9.122249	8.657643	8.385515	8.521201	8.363363	8.544146
203175_at	8.902139	9.41696	9.526247	9.20412	9.17424	9.23976
203176_s_at	6.618308	6.788292	7.032158	7.365987	6.556285	6.658259
203177_x_at	5.887692	6.160482	7.200037	6.565921	6.535046	6.66531
203178_at	5.139049	4.897205	4.184052	4.472864	4.554073	4.906525
203179_at	7.008786	7.103007	7.37744	6.923099	6.880998	7.305987
203180_at	9.462071	6.867665	8.577857	9.012143	8.395081	7.775935
203181_x_at	8.734713	9.256151	9.206973	9.629068	9.415516	9.102452
203182_s_at	6.39148	7.321024	7.870496	7.1082	7.951513	7.80889
203183_s_at	6.804284	6.865418	6.79565	7.025773	6.947234	6.733429
203184_at	5.337745	5.700932	5.641428	5.673739	4.98916	6.867227
203185_at	7.191566	7.829401	7.673562	7.967484	7.911826	8.3753
203186_s_at	9.288359	9.967604	9.179056	9.423977	10.451509	9.714018
203187_at	7.951635	7.623005	7.770991	7.86132	7.837304	7.549186
203188_at	7.635774	8.310831	7.76717	8.550445	8.043502	7.526532
203189_s_at	6.26924	7.709595	7.324867	7.17031	7.034777	7.562493
203190_at	8.453293	9.387786	9.211403	8.960709	8.982645	8.758475
203191_at	5.045047	5.239311	5.004067	5.140522	4.963427	4.970069
203192_at	7.430119	7.317043	7.375329	7.765019	7.502415	6.929115
203193_at	6.708071	6.717312	6.799405	6.937263	6.599346	6.486458
203194_s_at	6.028893	6.694651	7.680614	7.020538	6.289349	7.708573
203195_s_at	7.266017	7.918567	8.385722	7.916233	7.623301	7.92455
203196_at	5.734467	5.720769	5.767661	5.905342	6.951151	6.243034
203197_s_at	8.83234	8.753045	8.881323	8.99726	8.973809	8.775171
203198_at	6.240708	6.235271	6.798892	5.789234	6.692095	6.456607
203199_s_at	5.669536	6.250918	6.320648	5.785833	5.578668	6.531101
203200_s_at	8.233731	9.75316	9.154162	8.518202	8.113136	8.670218
203201_at	8.535539	9.04492	8.398155	8.896535	8.638167	8.08435
203202_at	7.179949	7.037921	6.315037	7.818502	6.986397	7.136225
203203_s_at	6.759602	6.03521	5.837581	6.337804	6.010933	6.311018
203204_s_at	8.577519	8.045962	8.270428	9.258301	7.882787	8.157868
203205_at	8.170371	8.04944	8.08585	8.957921	7.860732	8.261757
203206_at	8.44195	8.641728	8.085381	8.610229	8.48814	8.799294
203207_s_at	6.085928	7.392081	8.122763	9.029729	7.28609	8.356184
203208_s_at	7.719332	8.920762	8.745668	10.439293	9.047685	8.940806
203209_at	6.846541	6.636912	7.464272	6.836465	7.410001	7.789682
203210_s_at	6.147448	6.289024	6.295598	6.238358	6.615335	7.136995
203211_s_at	6.966929	7.721021	8.668588	7.616426	8.111357	8.520871
203212_s_at	7.766874	8.323429	8.560529	7.795264	8.496519	8.459953
203213_at	7.488515	7.665774	8.589878	8.531662	8.89629	8.367894
203214_x_at	7.210693	7.72168	8.586164	8.022934	8.481283	8.924489
203215_s_at	9.806494	10.665551	9.895342	10.289831	9.063716	9.896128
203216_s_at	9.088439	10.316204	9.688045	9.417368	9.002225	9.453312
203217_s_at	8.803766	8.179705	7.87103	8.135324	7.856638	8.312598
203218_at	7.117934	8.429311	7.984588	7.63576	7.37328	7.494053
203219_s_at	8.120287	8.257919	8.997567	8.295429	8.812377	9.129269
203220_s_at	6.830376	6.535197	6.50212	6.518064	6.474065	6.871928
203221_at	9.263049	8.328312	9.258008	7.360159	7.996315	8.660871
203222_s_at	5.770405	5.201792	6.016438	4.717856	5.051036	5.53932
203223_at	4.337159	5.279697	4.843553	4.446512	4.213488	4.410512
203224_at	6.613521	6.873193	8.34352	7.042812	7.233335	6.738151
203225_s_at	7.055585	7.778218	8.436755	7.801918	7.421898	7.335064
203226_s_at	8.02515	8.299834	7.780475	8.065261	8.012502	8.167065
203227_s_at	8.452063	8.483721	7.770618	8.116918	8.160217	7.399741
203228_at	8.223738	8.913625	8.102389	9.503633	8.737541	8.473674
203229_s_at	9.250828	9.745209	9.259028	9.251361	9.641682	9.349121
203230_at	8.292496	8.213858	8.591328	8.257824	8.360468	8.116771
203231_s_at	5.661521	6.905065	6.711008	6.700635	6.397483	5.662386
203232_s_at	7.550295	7.817464	7.923017	8.157592	7.606139	7.068382
203233_at	8.307844	8.031618	8.345635	8.48475	7.913113	8.118135
203234_at	6.608139	6.199343	6.947418	6.704927	6.494924	7.023714
203235_at	6.366516	5.701228	6.274944	6.375808	6.02637	6.329614
203236_s_at	7.960163	8.178006	8.516193	7.809619	7.474854	8.063685
203237_s_at	7.56035	7.389972	7.402043	7.368107	7.658877	7.660491
203238_s_at	9.054145	8.69742	8.827084	9.35576	11.637638	8.354742
203239_s_at	6.776516	6.821298	6.978211	7.512599	7.858462	7.11195
203240_at	7.448765	7.458341	7.265286	7.093606	9.803711	7.347703
203241_at	7.367766	7.854499	8.011892	7.924286	7.851667	8.051542
203242_s_at	8.211239	6.205013	6.963168	6.844828	6.287026	6.737019
203243_s_at	10.196876	9.027785	9.985627	8.64284	9.714512	9.142783
203244_at	8.56352	8.68662	8.026691	8.636319	10.133475	8.273691
203245_s_at	6.59846	7.415257	7.331154	6.640869	6.628779	6.38141
203246_s_at	7.335776	8.476386	8.083856	8.622337	8.431411	7.622913
203247_s_at	8.811186	8.924579	8.000177	8.693071	8.054747	8.765225
203248_at	7.032046	7.08236	6.928716	6.864187	6.828177	7.515672
203249_at	7.839991	7.712219	7.658084	8.072582	8.862692	7.733438
203250_at	8.639369	9.160612	8.862379	9.008921	9.231022	9.09583
203252_at	7.880671	8.434992	7.891871	8.206053	8.493118	7.568582
203253_s_at	6.880825	7.667301	7.56034	7.769146	7.294127	7.584861
203254_s_at	7.096409	7.826072	8.085452	7.388767	7.238464	7.840615
203255_at	7.850697	7.366681	7.478716	7.75189	8.297835	7.026446
203256_at	8.573427	6.876483	11.297832	7.393779	9.354943	10.278667
203257_s_at	7.512718	8.341007	8.076318	8.216015	8.129185	7.420565
203258_at	6.96562	8.807873	7.770804	8.274694	7.214348	7.773636
203259_s_at	8.741665	9.227714	9.406514	9.247993	9.269096	9.158786
203260_at	6.091417	6.13063	6.018288	6.269719	6.419704	6.26945
203261_at	8.903013	9.315489	9.011292	9.431011	8.534172	9.202458
203262_s_at	8.671949	9.098616	8.804693	8.999752	8.117925	8.084631
203263_s_at	5.195278	6.079304	6.964709	5.642684	6.69965	6.671932
203264_s_at	6.455035	6.846114	7.399177	6.621898	7.593361	6.823411
203265_s_at	6.545486	7.137661	7.157072	6.830805	6.64912	7.044911
203266_s_at	7.173807	7.89288	7.800444	7.794953	7.500904	7.684827
203267_s_at	7.48981	7.700475	7.619422	7.74059	8.174655	7.594688
203268_s_at	7.327099	7.240115	6.964667	7.284375	7.263386	6.94237
203269_at	8.101284	8.221935	8.664076	8.419992	9.058267	8.058805
203270_at	6.689563	6.929993	7.537506	7.467195	7.749475	7.648844
203271_s_at	8.449412	8.390615	8.190708	8.719119	8.596214	8.155263
203272_s_at	6.681966	7.363745	7.139262	7.412055	7.271939	7.043324
203273_s_at	7.751228	7.921254	7.533519	8.173795	7.710146	7.639774
203274_at	9.31663	9.315524	9.714112	9.379161	9.263367	8.824195
203275_at	7.576393	7.859383	7.75249	7.67465	7.745096	8.038357
203276_at	7.206573	7.876116	7.91094	7.665344	8.063758	8.093264
203277_at	7.61924	7.749999	7.959809	7.594847	7.805934	8.31449
203278_s_at	7.43685	7.683799	8.503001	8.023477	7.874088	7.55863
203279_at	7.808067	7.989449	7.943659	8.024247	7.588365	7.95982
203280_at	6.457044	6.239894	6.223391	5.835943	5.618318	5.919978
203281_s_at	8.125498	8.560521	8.737433	8.390574	8.458541	8.2069
203282_at	8.047205	7.908888	8.343317	9.427546	8.867352	8.157432
203283_s_at	5.054961	5.097097	5.488809	5.130219	5.105188	5.45787
203284_s_at	6.477187	7.599699	7.70871	7.80472	7.78881	8.04472
203285_s_at	5.730924	6.280376	5.746511	5.645708	5.765445	6.259353
203286_at	8.429068	9.324262	8.858765	9.311494	9.346274	8.754021
203287_at	8.605197	8.211431	9.052065	8.138253	9.583791	9.865608
203288_at	7.866996	8.264152	7.647557	8.259785	8.425135	8.062913
203289_s_at	6.711153	6.813026	6.392717	6.874708	6.942662	7.077541
203290_at	5.31991	9.930908	8.262548	8.944614	5.467785	9.298384
203291_at	7.141958	8.25309	8.388127	8.071313	8.265657	7.838084
203292_s_at	7.99322	8.390069	8.480431	7.945865	8.158416	8.289118
203293_s_at	5.421779	5.390433	5.471534	5.45027	5.646929	6.67166
203294_s_at	4.628744	4.56252	4.496382	4.743143	4.741374	5.125198
203295_s_at	4.990384	4.595726	4.668129	4.642985	4.628809	4.668309
203296_s_at	4.205306	3.719236	3.855749	3.90101	3.877961	3.910837
203297_s_at	8.580937	8.565499	8.543182	8.472669	8.473834	8.278985
203298_s_at	8.0707	8.393106	8.487013	8.226862	8.350038	8.303397
203299_s_at	6.045184	6.022635	6.311232	6.059305	6.276028	6.037733
203300_x_at	7.342953	7.800243	7.863775	7.883026	7.869993	7.913996
203301_s_at	8.856018	8.532123	8.4186	8.337887	9.021921	7.946325
203302_at	6.101938	5.378245	6.338884	5.486062	5.345803	5.949193
203303_at	8.523958	9.282578	9.593404	9.028327	8.90621	8.533064
203304_at	9.052452	9.219684	8.981705	9.096965	9.042459	8.60415
203305_at	8.789866	9.356164	8.001918	8.352455	8.830857	8.385232
